task_id,run_id,parent_task_id,agent_id,agent_role,section,phase,retry_count,status,payload,result,error_message,created_at,started_at,finished_at
ae6f8a769db14836,9d2e7d0f3326,,33,collector,政治经济,material.collect,0,completed,"{""target_count"": 12}","{""status"": ""collected"", ""source_count"": 16}",,2026-04-06T07:58:12.916763+00:00,2026-04-06T07:58:13.204739+00:00,2026-04-06T07:58:16.588504+00:00
c27a46e2a5a44441,9d2e7d0f3326,ae6f8a769db14836,33,collector,政治经济,material.submit,0,completed,{},"{""status"": ""submitted"", ""source_count"": 16}",,2026-04-06T07:58:12.928493+00:00,2026-04-06T07:58:16.597055+00:00,2026-04-06T07:58:16.613616+00:00
c4f20b584e6e415f,9d2e7d0f3326,,33,collector,科技,material.collect,0,completed,"{""target_count"": 12}","{""status"": ""collected"", ""source_count"": 14}",,2026-04-06T07:58:12.943374+00:00,2026-04-06T07:58:16.622660+00:00,2026-04-06T07:58:19.263638+00:00
d8e05b154a364149,9d2e7d0f3326,c4f20b584e6e415f,33,collector,科技,material.submit,0,completed,{},"{""status"": ""submitted"", ""source_count"": 14}",,2026-04-06T07:58:12.955950+00:00,2026-04-06T07:58:19.272524+00:00,2026-04-06T07:58:19.293047+00:00
0d31dac20b5f4b5f,9d2e7d0f3326,,xhs,collector,体育娱乐,material.collect,0,completed,"{""target_count"": 12}","{""status"": ""collected"", ""source_count"": 16}",,2026-04-06T07:58:12.971080+00:00,2026-04-06T07:58:13.187984+00:00,2026-04-06T07:58:15.721540+00:00
031a1ac4d93f43de,9d2e7d0f3326,0d31dac20b5f4b5f,xhs,collector,体育娱乐,material.submit,0,completed,{},"{""status"": ""submitted"", ""source_count"": 16}",,2026-04-06T07:58:12.983189+00:00,2026-04-06T07:58:15.730216+00:00,2026-04-06T07:58:15.751265+00:00
0f85b63862cc4ad7,9d2e7d0f3326,,xhs,collector,其他,material.collect,0,completed,"{""target_count"": 12}","{""status"": ""collected"", ""source_count"": 6}",,2026-04-06T07:58:12.996590+00:00,2026-04-06T07:58:15.760691+00:00,2026-04-06T07:58:16.667692+00:00
8164e5ca52494484,9d2e7d0f3326,0f85b63862cc4ad7,xhs,collector,其他,material.submit,0,completed,{},"{""status"": ""submitted"", ""source_count"": 6}",,2026-04-06T07:58:13.006021+00:00,2026-04-06T07:58:16.676133+00:00,2026-04-06T07:58:16.692861+00:00
0d0741bd21f74c85,9d2e7d0f3326,ae6f8a769db14836,neko,manager,政治经济,material.review,0,completed,{},"{""forced"": true, ""reason"": ""测试覆盖：受控触发一次打回重做，请补充更强热点和更稳定图片来源。"", ""status"": ""rejected"", ""approved"": false, ""selected_material_ids"": [17, 18, 19, 20, 21, 22, 23, 24, 25, 26]}",,2026-04-06T07:58:17.497734+00:00,2026-04-06T07:58:19.174173+00:00,2026-04-06T07:58:19.223373+00:00
ab4dcb935dc44baa,9d2e7d0f3326,0d31dac20b5f4b5f,neko,manager,体育娱乐,material.review,0,completed,{},"{""forced"": false, ""reason"": ""审核通过。"", ""status"": ""approved"", ""approved"": true, ""selected_material_ids"": [1, 2, 3, 4, 5, 6, 7, 8, 9, 10]}",,2026-04-06T07:58:17.539370+00:00,2026-04-06T07:58:19.232620+00:00,2026-04-06T07:58:19.272010+00:00
6b8b4074d14347d2,9d2e7d0f3326,0f85b63862cc4ad7,neko,manager,其他,material.review,0,completed,{},"{""forced"": false, ""reason"": ""素材不足：候选 6 条，带图 4 条，未满足至少 10 条且至少 3 条带图。"", ""status"": ""rejected"", ""approved"": false, ""selected_material_ids"": [33, 34, 35, 36, 37, 38]}",,2026-04-06T07:58:17.572473+00:00,2026-04-06T07:58:19.281519+00:00,2026-04-06T07:58:19.319660+00:00
0328fb0222714d48,9d2e7d0f3326,c4f20b584e6e415f,neko,manager,科技,material.review,0,completed,{},"{""forced"": false, ""reason"": ""审核通过。"", ""status"": ""approved"", ""approved"": true, ""selected_material_ids"": [39, 40, 41, 42, 43, 44, 45, 46, 47, 48]}",,2026-04-06T07:58:20.732403+00:00,2026-04-06T07:58:21.337281+00:00,2026-04-06T07:58:21.373474+00:00
3818e023650642e3,9d2e7d0f3326,,33,collector,政治经济,material.collect,1,completed,"{""target_count"": 12, ""rework_reason"": ""测试覆盖：受控触发一次打回重做，请补充更强热点和更稳定图片来源。""}","{""status"": ""collected"", ""source_count"": 16}",,2026-04-06T07:58:20.810992+00:00,2026-04-06T07:58:21.311893+00:00,2026-04-06T07:58:23.987550+00:00
83cf395e9fe046ae,9d2e7d0f3326,3818e023650642e3,33,collector,政治经济,material.submit,1,completed,{},"{""status"": ""submitted"", ""source_count"": 32}",,2026-04-06T07:58:20.819177+00:00,2026-04-06T07:58:23.997659+00:00,2026-04-06T07:58:24.015260+00:00
fe3c14f54a354721,9d2e7d0f3326,,xhs,collector,其他,material.collect,1,completed,"{""target_count"": 12, ""rework_reason"": ""素材不足：候选 6 条，带图 4 条，未满足至少 10 条且至少 3 条带图。""}","{""status"": ""collected"", ""source_count"": 6}",,2026-04-06T07:58:20.873839+00:00,2026-04-06T07:58:22.726575+00:00,2026-04-06T07:58:23.454962+00:00
4a975a4bdf264f47,9d2e7d0f3326,fe3c14f54a354721,xhs,collector,其他,material.submit,1,completed,{},"{""status"": ""submitted"", ""source_count"": 12}",,2026-04-06T07:58:20.882449+00:00,2026-04-06T07:58:23.463355+00:00,2026-04-06T07:58:23.483828+00:00
b2b867a2bba04ef2,9d2e7d0f3326,fe3c14f54a354721,neko,manager,其他,material.review,1,completed,{},"{""forced"": false, ""reason"": ""审核通过。"", ""status"": ""approved"", ""approved"": true, ""selected_material_ids"": [33, 53, 34, 54, 35, 55, 36, 56, 37, 57]}",,2026-04-06T07:58:24.040979+00:00,2026-04-06T07:58:25.404051+00:00,2026-04-06T07:58:25.439017+00:00
f005f29bdac9491d,9d2e7d0f3326,,33,collector,政治经济,material.collect,2,completed,"{""target_count"": 12, ""rework_reason"": ""测试覆盖：受控触发一次打回重做，请补充更强热点和更稳定图片来源。""}","{""status"": ""collected"", ""source_count"": 16}",,2026-04-06T07:58:24.080007+00:00,2026-04-06T07:58:26.034124+00:00,2026-04-06T07:58:29.004296+00:00
6e4847bd479245c1,9d2e7d0f3326,f005f29bdac9491d,33,collector,政治经济,material.submit,2,completed,{},"{""status"": ""submitted"", ""source_count"": 48}",,2026-04-06T07:58:24.088536+00:00,2026-04-06T07:58:29.012613+00:00,2026-04-06T07:58:29.029171+00:00
50de4a09d0ab486b,9d2e7d0f3326,,xhs,collector,其他,material.collect,2,completed,"{""target_count"": 12, ""rework_reason"": ""素材不足：候选 6 条，带图 4 条，未满足至少 10 条且至少 3 条带图。""}","{""status"": ""collected"", ""source_count"": 6}",,2026-04-06T07:58:24.143653+00:00,2026-04-06T07:58:25.501312+00:00,2026-04-06T07:58:26.072576+00:00
0bed4c5d48cc4a7c,9d2e7d0f3326,50de4a09d0ab486b,xhs,collector,其他,material.submit,2,completed,{},"{""status"": ""submitted"", ""source_count"": 18}",,2026-04-06T07:58:24.151950+00:00,2026-04-06T07:58:26.080809+00:00,2026-04-06T07:58:26.098430+00:00
8ec794557a754f8e,9d2e7d0f3326,3818e023650642e3,neko,manager,政治经济,material.review,1,completed,{},"{""forced"": false, ""reason"": ""审核通过。"", ""status"": ""approved"", ""approved"": true, ""selected_material_ids"": [17, 59, 60, 18, 61, 19, 62, 20, 63, 21]}",,2026-04-06T07:58:27.254358+00:00,2026-04-06T07:58:27.459474+00:00,2026-04-06T07:58:27.498091+00:00
4d17a85bb0ed49d4,9d2e7d0f3326,50de4a09d0ab486b,neko,manager,其他,material.review,2,completed,{},"{""forced"": false, ""reason"": ""审核通过。"", ""status"": ""approved"", ""approved"": true, ""selected_material_ids"": [53, 33, 75, 54, 34, 76, 55, 35, 77, 56]}",,2026-04-06T07:58:27.317237+00:00,2026-04-06T07:58:27.507631+00:00,2026-04-06T07:58:27.543508+00:00
a41c2b953dbf4989,9d2e7d0f3326,,33,collector,政治经济,material.collect,3,completed,"{""target_count"": 12, ""rework_reason"": ""测试覆盖：受控触发一次打回重做，请补充更强热点和更稳定图片来源。""}","{""status"": ""collected"", ""source_count"": 16}",,2026-04-06T07:58:27.357041+00:00,2026-04-06T07:58:29.037577+00:00,2026-04-06T07:58:31.603991+00:00
eee697cbb12f402d,9d2e7d0f3326,a41c2b953dbf4989,33,collector,政治经济,material.submit,3,completed,{},"{""status"": ""submitted"", ""source_count"": 64}",,2026-04-06T07:58:27.365488+00:00,2026-04-06T07:58:31.614468+00:00,2026-04-06T07:58:31.632914+00:00
2a9628a5930f431b,9d2e7d0f3326,f005f29bdac9491d,neko,manager,政治经济,material.review,2,completed,{},"{""forced"": false, ""reason"": ""审核通过。"", ""status"": ""approved"", ""approved"": true, ""selected_material_ids"": [97, 17, 81, 59, 82, 98, 60, 18, 83, 19]}",,2026-04-06T07:58:30.503288+00:00,2026-04-06T07:58:31.572456+00:00,2026-04-06T07:58:31.620674+00:00
697faeafed7e4146,9d2e7d0f3326,,neko,manager,全局,draft.compose,0,failed,{},"{""status"": ""drafted"", ""draft_len"": 9331}",'title',2026-04-06T07:58:30.616481+00:00,,2026-04-06T08:13:28.913719+00:00
82be6799059146d7,9d2e7d0f3326,a41c2b953dbf4989,neko,manager,政治经济,material.review,3,completed,{},"{""forced"": false, ""reason"": ""审核通过。"", ""status"": ""approved"", ""approved"": true, ""selected_material_ids"": [97, 17, 81, 59, 82, 98, 60, 18, 83, 19]}",,2026-04-06T07:58:33.704703+00:00,2026-04-06T07:58:58.943243+00:00,2026-04-06T07:58:58.997539+00:00
0b6034e805cc4285,9d2e7d0f3326,,neko,manager,全局,discussion.start,0,completed,"{""discussion_seconds"": 45}","{""status"": ""started"", ""discussion_seconds"": 45}",,2026-04-06T08:11:14.583991+00:00,,2026-04-06T08:11:40.073512+00:00
53316d843ac04212,9d2e7d0f3326,,33,collector,全局,discussion.comment,0,completed,{},"{""status"": ""commented"", ""comment_text"": ""1.  **板块边界与热点聚合**：政治板块“其他 7 条”前三条与主推/副推完全重复，属严重冗余需删除；科技板块副推2（Polymarket 下架救援投注）直接关联伊朗战局，建议移至政治板块或做关联标记，以强化热点深度。\n2.  **图片性缺失**：全篇“图片”字段均为空，伊朗战局、小米新机、票房新闻均具强视觉属性，请务必补充关键配图或图注，避免“有文无图”影响阅读体验。\n3.  **措辞规范**：政治板块主推导语“战斗紧随……”翻译腔较重，建议改为“特朗普发出最后通牒后，以伊爆发新一轮交火”；副推2标题“这是最新消息”过于敷衍，需补充具体新闻点。""}",,2026-04-06T08:11:14.593864+00:00,2026-04-06T08:11:16.014435+00:00,2026-04-06T08:11:59.798949+00:00
22760fd9cb9043f1,9d2e7d0f3326,,xhs,collector,全局,discussion.comment,0,completed,{},"{""status"": ""commented"", ""comment_text"": ""体育娱乐和其他板块的短讯可以更紧凑，优先保留结果、时间和影响范围；图片条目要确保链接可直接访问。""}",,2026-04-06T08:11:14.602615+00:00,2026-04-06T08:11:16.014434+00:00,2026-04-06T08:11:40.109260+00:00
a13e0dd78dfe432f,9d2e7d0f3326,,neko,manager,全局,discussion.comment,0,completed,{},"{""status"": ""commented"", ""comment_text"": ""建议统一四个板块的主推语气，主推首句直接点明事件影响；检查主推图片是否足够稳定。""}",,2026-04-06T08:11:14.612732+00:00,,2026-04-06T08:11:40.125599+00:00
2d96c490a2ac4e99,9d2e7d0f3326,,neko,manager,全局,discussion.summarize,0,completed,{},"{""status"": ""summarized"", ""revision_plan"": ""- xhs: ## 审稿意见\n\n1. **图片性缺失**：所有条目均标注\""图片：\""后无实际内容，建议补充配图或移除空标签，尤其伊朗战争、小米手机等视觉性强的新闻需配图增强吸引力。\n\n2. **板块边界模糊**：Polymarket 下架空军军官救援投注的新闻涉及军事行动与伦理争议，与伊朗战争局势直接相关，建议移至\""政治经济\""板块，与油价、战事形成议题聚合。\n\n3. **措辞与重复**：\""这是最新消息\""标题过于模糊，缺乏信息增量，建议改为具体事件摘要；\""政治经济\""板块\""其他7条\""中前三条与主推、副推内容高度重复，应删除或替换为其他国际要闻。\n- 33: 政治经济和科技板块可再强化“为什么值得关注”的一句话，避免只罗列进展；副推之间尽量减少同源事件重复。\n- xhs: 体育娱乐和其他板块的短讯可以更紧凑，优先保留结果、时间和影响范围；图片条目要确保链接可直接访问。\n- neko: 建议统一四个板块的主推语气，主推首句直接点明事件影响；检查主推图片是否足够稳定。""}",,2026-04-06T08:11:40.133928+00:00,,2026-04-06T08:11:40.162014+00:00
23f5bc0cba5144e4,9d2e7d0f3326,,neko,manager,全局,draft.revise,0,completed,{},"{""status"": ""revised""}",,2026-04-06T08:11:40.169758+00:00,,2026-04-06T08:11:40.177481+00:00
9326b3623a9c4215,9d2e7d0f3326,,neko,manager,全局,report.publish,0,completed,{},"{""status"": ""published"", ""json_path"": ""/opt/newsflow-mvp/output/9d2e7d0f3326/final_report.json"", ""markdown_path"": ""/opt/newsflow-mvp/output/9d2e7d0f3326/final_report.md""}",,2026-04-06T08:11:40.185540+00:00,,2026-04-06T08:11:40.218670+00:00
0b44f703bccb4c34,7dc36fa41b13,,33,collector,政治经济,material.collect,0,completed,"{""target_count"": 12, ""trace_context"": {""traceparent"": ""00-48e90a4b9806ed7e9e73e528f35b4994-9eb8a101f3cd4beb-01""}}","{""status"": ""collected"", ""source_count"": 16}",,2026-04-06T08:35:23.659423+00:00,2026-04-06T08:35:24.953874+00:00,2026-04-06T08:35:31.740781+00:00
394f486e3709431b,7dc36fa41b13,0b44f703bccb4c34,33,collector,政治经济,material.submit,0,completed,"{""trace_context"": {""traceparent"": ""00-48e90a4b9806ed7e9e73e528f35b4994-a4d3cfb605edf4f0-01""}}","{""status"": ""submitted"", ""source_count"": 16}",,2026-04-06T08:35:23.670638+00:00,2026-04-06T08:35:31.749765+00:00,2026-04-06T08:35:31.767432+00:00
e6c479b7b3b94ad5,7dc36fa41b13,,33,collector,科技,material.collect,0,completed,"{""target_count"": 12, ""trace_context"": {""traceparent"": ""00-48e90a4b9806ed7e9e73e528f35b4994-517cc171058a7156-01""}}","{""status"": ""collected"", ""source_count"": 14}",,2026-04-06T08:35:23.680863+00:00,2026-04-06T08:35:31.776105+00:00,2026-04-06T08:35:34.621167+00:00
b386f7083739430a,7dc36fa41b13,e6c479b7b3b94ad5,33,collector,科技,material.submit,0,completed,"{""trace_context"": {""traceparent"": ""00-48e90a4b9806ed7e9e73e528f35b4994-77423ffdaa2641d7-01""}}","{""status"": ""submitted"", ""source_count"": 14}",,2026-04-06T08:35:23.690198+00:00,2026-04-06T08:35:34.629881+00:00,2026-04-06T08:35:34.647651+00:00
14d9203608d74b6e,7dc36fa41b13,,xhs,collector,体育娱乐,material.collect,0,completed,"{""target_count"": 12, ""trace_context"": {""traceparent"": ""00-48e90a4b9806ed7e9e73e528f35b4994-ee18fdc092cad10d-01""}}","{""status"": ""collected"", ""source_count"": 16}",,2026-04-06T08:35:23.700130+00:00,2026-04-06T08:35:24.978277+00:00,2026-04-06T08:35:28.206544+00:00
0258273d9fb545ef,7dc36fa41b13,14d9203608d74b6e,xhs,collector,体育娱乐,material.submit,0,completed,"{""trace_context"": {""traceparent"": ""00-48e90a4b9806ed7e9e73e528f35b4994-4d930036e334b40b-01""}}","{""status"": ""submitted"", ""source_count"": 16}",,2026-04-06T08:35:23.709204+00:00,2026-04-06T08:35:28.215256+00:00,2026-04-06T08:35:28.232826+00:00
95ee015e154d4e75,7dc36fa41b13,,xhs,collector,其他,material.collect,0,completed,"{""target_count"": 12, ""trace_context"": {""traceparent"": ""00-48e90a4b9806ed7e9e73e528f35b4994-a9404f08e807e4d6-01""}}","{""status"": ""collected"", ""source_count"": 6}",,2026-04-06T08:35:23.718492+00:00,2026-04-06T08:35:28.241103+00:00,2026-04-06T08:35:30.410073+00:00
8227abc8c7db4b3c,7dc36fa41b13,95ee015e154d4e75,xhs,collector,其他,material.submit,0,completed,"{""trace_context"": {""traceparent"": ""00-48e90a4b9806ed7e9e73e528f35b4994-8db4849f3ffcf0a1-01""}}","{""status"": ""submitted"", ""source_count"": 6}",,2026-04-06T08:35:23.728926+00:00,2026-04-06T08:35:30.418320+00:00,2026-04-06T08:35:30.436276+00:00
19f540cf469c4af7,7dc36fa41b13,14d9203608d74b6e,neko,manager,体育娱乐,material.review,0,completed,"{""trace_context"": {""traceparent"": ""00-48e90a4b9806ed7e9e73e528f35b4994-4e044e8d341fbaf5-01""}}","{""forced"": true, ""reason"": ""测试覆盖：受控触发一次打回重做，请补充更强热点和更稳定图片来源。"", ""status"": ""rejected"", ""approved"": false, ""selected_material_ids"": [113, 114, 115, 116, 117, 118, 119, 120, 121, 122]}",,2026-04-06T08:35:30.596312+00:00,2026-04-06T08:35:30.967417+00:00,2026-04-06T08:35:31.015871+00:00
290a2b595d0a4f09,7dc36fa41b13,95ee015e154d4e75,neko,manager,其他,material.review,0,completed,"{""trace_context"": {""traceparent"": ""00-48e90a4b9806ed7e9e73e528f35b4994-3b027c033fd0d53f-01""}}","{""forced"": false, ""reason"": ""素材不足：候选 6 条，带图 4 条，未满足至少 10 条且至少 3 条带图。"", ""status"": ""rejected"", ""approved"": false, ""selected_material_ids"": [129, 130, 131, 132, 133, 134]}",,2026-04-06T08:35:30.637966+00:00,2026-04-06T08:35:31.024607+00:00,2026-04-06T08:35:31.058611+00:00
291d7d3b02d84583,7dc36fa41b13,0b44f703bccb4c34,neko,manager,政治经济,material.review,0,completed,"{""trace_context"": {""traceparent"": ""00-48e90a4b9806ed7e9e73e528f35b4994-8ba88ab3edd228cd-01""}}","{""forced"": false, ""reason"": ""审核通过。"", ""status"": ""approved"", ""approved"": true, ""selected_material_ids"": [135, 136, 137, 138, 139, 140, 141, 142, 143, 144]}",,2026-04-06T08:35:33.821110+00:00,2026-04-06T08:35:35.089214+00:00,2026-04-06T08:35:35.128371+00:00
1e965f57bc764808,7dc36fa41b13,,xhs,collector,体育娱乐,material.collect,1,completed,"{""target_count"": 12, ""rework_reason"": ""测试覆盖：受控触发一次打回重做，请补充更强热点和更稳定图片来源。"", ""trace_context"": {""traceparent"": ""00-48e90a4b9806ed7e9e73e528f35b4994-c36e1005997fca1c-01""}}","{""status"": ""collected"", ""source_count"": 16}",,2026-04-06T08:35:33.923674+00:00,2026-04-06T08:35:34.463165+00:00,2026-04-06T08:35:37.084088+00:00
69edb3d6a4f64547,7dc36fa41b13,1e965f57bc764808,xhs,collector,体育娱乐,material.submit,1,completed,"{""trace_context"": {""traceparent"": ""00-48e90a4b9806ed7e9e73e528f35b4994-b02f9f4dbd3d9762-01""}}","{""status"": ""submitted"", ""source_count"": 32}",,2026-04-06T08:35:33.933451+00:00,2026-04-06T08:35:37.092719+00:00,2026-04-06T08:35:37.111515+00:00
9eabc4dadeda46a9,7dc36fa41b13,,xhs,collector,其他,material.collect,1,completed,"{""target_count"": 12, ""rework_reason"": ""素材不足：候选 6 条，带图 4 条，未满足至少 10 条且至少 3 条带图。"", ""trace_context"": {""traceparent"": ""00-48e90a4b9806ed7e9e73e528f35b4994-36cca7f217127608-01""}}","{""status"": ""collected"", ""source_count"": 6}",,2026-04-06T08:35:33.977687+00:00,2026-04-06T08:35:37.120805+00:00,2026-04-06T08:35:38.743657+00:00
408cc7cac8a24416,7dc36fa41b13,9eabc4dadeda46a9,xhs,collector,其他,material.submit,1,completed,"{""trace_context"": {""traceparent"": ""00-48e90a4b9806ed7e9e73e528f35b4994-65cf6c75ed891a8f-01""}}","{""status"": ""submitted"", ""source_count"": 12}",,2026-04-06T08:35:33.987032+00:00,2026-04-06T08:35:38.752023+00:00,2026-04-06T08:35:38.768828+00:00
28683431a9474e62,7dc36fa41b13,e6c479b7b3b94ad5,neko,manager,科技,material.review,0,completed,"{""trace_context"": {""traceparent"": ""00-48e90a4b9806ed7e9e73e528f35b4994-a614fdf0403505c4-01""}}","{""forced"": false, ""reason"": ""审核通过。"", ""status"": ""approved"", ""approved"": true, ""selected_material_ids"": [151, 152, 153, 154, 155, 156, 157, 158, 159, 160]}",,2026-04-06T08:35:37.152256+00:00,2026-04-06T08:35:39.158297+00:00,2026-04-06T08:35:39.194833+00:00
62b0465249bc421b,7dc36fa41b13,1e965f57bc764808,neko,manager,体育娱乐,material.review,1,completed,"{""trace_context"": {""traceparent"": ""00-48e90a4b9806ed7e9e73e528f35b4994-48268fee1858df14-01""}}","{""forced"": false, ""reason"": ""审核通过。"", ""status"": ""approved"", ""approved"": true, ""selected_material_ids"": [165, 113, 166, 114, 115, 167, 168, 116, 117, 169]}",,2026-04-06T08:35:37.197459+00:00,2026-04-06T08:35:39.203873+00:00,2026-04-06T08:35:39.240055+00:00
d23946e6f2d6486f,7dc36fa41b13,9eabc4dadeda46a9,neko,manager,其他,material.review,1,completed,"{""trace_context"": {""traceparent"": ""00-48e90a4b9806ed7e9e73e528f35b4994-5c4d590ccd6156bb-01""}}","{""forced"": false, ""reason"": ""审核通过。"", ""status"": ""approved"", ""approved"": true, ""selected_material_ids"": [129, 181, 130, 182, 131, 183, 132, 184, 133, 185]}",,2026-04-06T08:35:40.454525+00:00,2026-04-06T08:35:41.257995+00:00,2026-04-06T08:35:41.296108+00:00
f3ac507d2b1a42e6,7dc36fa41b13,,neko,manager,全局,draft.compose,0,completed,"{""trace_context"": {""traceparent"": ""00-48e90a4b9806ed7e9e73e528f35b4994-919f0506fb940f34-01""}}","{""status"": ""drafted"", ""draft_len"": 11714}",,2026-04-06T08:35:43.763093+00:00,2026-04-06T08:35:45.325787+00:00,2026-04-06T08:36:02.293036+00:00
27a92d67d0d44f50,7dc36fa41b13,,neko,manager,全局,discussion.start,0,completed,"{""trace_context"": {""traceparent"": ""00-48e90a4b9806ed7e9e73e528f35b4994-f8da953aca6ce211-01""}, ""discussion_seconds"": 45}","{""status"": ""started"", ""discussion_seconds"": 45}",,2026-04-06T08:36:02.994518+00:00,2026-04-06T08:36:04.310260+00:00,2026-04-06T08:36:04.319292+00:00
